Date,Forecast
2024-01-15,1.834742285068478
2024-01-22,2.010302838591019
2024-01-29,2.0251418899968447
2024-02-05,2.3901972378058383
2024-02-12,2.218988696028287
2024-03-04,1.4166431210190054
2024-03-11,1.7287870248659853
2024-03-18,2.0400925923545974
2024-03-25,1.986617883992245
2024-04-15,1.616387186636126
2024-04-22,1.6112174680604636
2024-05-06,1.9921770896365676
2024-06-03,2.062086513272926
2024-07-01,1.7218809286025007
2024-07-15,1.6487364297628415
2024-07-22,1.6786747223730498
